-2.088197947,-1.559864998
-6.220088005,-5.693430424
0.45817428827285767,0.098076515
-1.607000589,-1.39297986
-1.546182513,-1.054877043
-1.664470553,-2.649186373
-1.508958697,-2.137785196
-1.208874106,-1.746588111
-3.47475481,-3.554923773
-0.113458857,-3.708357334
-3.818538666,-1.443413973
-3.316310883,-4.56300354
-7.375528336,-6.692755222
-1.003301382,-0.836510539
-5.575427532,-4.238363266
-0.414706409,0.2008994072675705
-1.063106775,-6.449389935
-4.518168926,-0.90609169
0.090675883,1.2314765453338623
-2.006499529,-1.957911491
-1.913629293,-1.616956711
-3.856917858,-2.841063261
-0.798550904,-1.188809156
-4.33810854,-4.004916668
-2.303711176,-2.219948769
-4.991795063,-4.013906479
-1.485006928,-2.113026857
-2.828110933,-2.877579689
-2.363841057,-0.751529634
-0.797361672,-1.454641223
-1.12019372,-0.92228204
2.1266863346099854,-3.294766188
-4.132953644,-5.108308315
-1.929742813,-1.133035779
-0.633438528,-0.775878847
-2.253682375,-6.224300861
-1.849705338,-2.946312189
-1.476842046,-0.854889214
-4.07060957,-5.700658798
-2.167617559,-1.258143663
-2.809575319,-1.461802244
-3.506038427,-3.032962322
-6.048045158,-5.82986784
-2.68881917,-1.580735564
-3.174566746,-4.130458832
-4.139729977,-3.578624725
-1.264190793,-1.469431281
-1.659657955,-1.261471152
-1.505161524,-2.179953814
-4.675543308,-1.261673808
-7.072908401,-5.850467205
-1.454341531,-1.504676223
-2.948864937,-5.166441441
-1.308866739,-1.498164535
-1.174494386,-1.399832249
-1.99088645,-1.596673369
0.292132705,0.5058693885803223
-3.363051414,-1.243242502
-2.10761857,-4.057731152
-2.006888151,-6.387253284
-5.789151669,-1.752965689
-7.895092487,-6.233781815
-4.030548573,-6.517574787
-0.818097889,-0.889132142
-5.176890373,-6.228709698
-3.756915569,-2.444479942
-1.253799677,-1.1370579
-3.924001932,-1.640310645
-1.759125113,-4.139073372
-1.330191016,-1.022492886
-1.893962622,-6.762924194
-1.256155133,-1.032920241
-1.908676624,-2.964707613
-0.839597404,-1.412131429
-4.48401165,-6.446388721
